año;mes;Dia;hora;New York;Lluvia
2014;5;5;4;sky is clear;0
2014;5;5;5;sky is clear;0
2014;5;5;6;sky is clear;0
2014;5;5;7;sky is clear;0
2014;5;5;8;sky is clear;0
2014;5;5;9;sky is clear;0
2014;5;5;10;sky is clear;0
2014;5;5;11;sky is clear;0
2014;5;5;12;sky is clear;0
2014;5;5;13;sky is clear;0
2014;5;5;14;sky is clear;0
2014;5;5;15;sky is clear;0
2014;5;5;16;light rain;1
2014;5;5;17;sky is clear;0
2014;5;5;18;sky is clear;0
2014;5;5;19;sky is clear;0
2014;5;5;20;sky is clear;0
2014;5;5;21;sky is clear;0
2014;5;5;22;sky is clear;0
2014;5;5;23;broken clouds;0
2014;5;6;0;light rain;1
2014;5;6;1;broken clouds;0
2014;5;6;2;scattered clouds;0
2014;5;6;3;scattered clouds;0
2014;5;6;4;scattered clouds;0
2014;5;6;5;scattered clouds;0
2014;5;6;6;scattered clouds;0
2014;5;6;7;scattered clouds;0
2014;5;6;8;few clouds;0
2014;5;6;9;few clouds;0
2014;5;6;10;scattered clouds;0
2014;5;6;11;broken clouds;0
2014;5;6;12;broken clouds;0
2014;5;6;13;broken clouds;0
2014;5;6;14;broken clouds;0
2014;5;6;15;broken clouds;0
2014;5;6;16;light rain;1
2014;5;6;17;light rain;1
2014;5;6;18;sky is clear;0
2014;5;6;19;sky is clear;0
2014;5;6;20;few clouds;0
2014;5;6;21;light rain;1
2014;5;6;22;light rain;1
2014;5;6;23;sky is clear;0
2014;5;7;0;sky is clear;0
2014;5;7;1;sky is clear;0
2014;5;7;2;sky is clear;0
2014;5;7;3;sky is clear;0
2014;5;7;4;sky is clear;0
2014;5;7;5;sky is clear;0
2014;5;7;6;few clouds;0
2014;5;7;7;sky is clear;0
2014;5;7;8;sky is clear;0
2014;5;7;9;sky is clear;0
2014;5;7;10;sky is clear;0
2014;5;7;11;sky is clear;0
2014;5;7;12;sky is clear;0
2014;5;7;13;sky is clear;0
2014;5;7;14;sky is clear;0
2014;5;7;15;sky is clear;0
2014;5;7;16;sky is clear;0
2014;5;7;17;few clouds;0
2014;5;7;18;few clouds;0
2014;5;7;19;few clouds;0
2014;5;7;20;broken clouds;0
2014;5;7;21;broken clouds;0
2014;5;7;22;broken clouds;0
2014;5;7;23;overcast clouds;0
2014;5;8;0;overcast clouds;0
2014;5;8;1;overcast clouds;0
2014;5;8;2;overcast clouds;0
2014;5;8;3;overcast clouds;0
2014;5;8;4;overcast clouds;0
2014;5;8;5;light rain;1
2014;5;8;6;moderate rain;1
2014;5;8;7;mist;0
2014;5;8;8;mist;0
2014;5;8;9;mist;0
2014;5;8;10;mist;0
2014;5;8;11;mist;0
2014;5;8;12;mist;0
2014;5;8;13;mist;0
2014;5;8;14;mist;0
2014;5;8;15;mist;0
2014;5;8;16;mist;0
2014;5;8;17;mist;0
2014;5;8;18;mist;0
2014;5;8;19;mist;0
2014;5;8;20;mist;0
2014;5;8;21;mist;0
2014;5;8;22;haze;0
2014;5;8;23;haze;0
2014;5;9;0;haze;0
2014;5;9;1;mist;0
2014;5;9;2;mist;0
2014;5;9;3;mist;0
2014;5;9;4;mist;0
2014;5;9;5;mist;0
2014;5;9;6;mist;0
2014;5;9;7;mist;0
2014;5;9;8;mist;0
2014;5;9;9;moderate rain;1
2014;5;9;10;moderate rain;1
2014;5;9;11;mist;0
2014;5;9;12;fog;0
2014;5;9;13;mist;0
2014;5;9;14;mist;0
2014;5;9;15;haze;0
2014;5;9;16;haze;0
2014;5;9;17;haze;0
2014;5;9;18;haze;0
2014;5;9;19;haze;0
2014;5;9;20;mist;0
2014;5;9;21;haze;0
2014;5;9;22;mist;0
2014;5;9;23;mist;0
2014;5;10;0;mist;0
2014;5;10;1;mist;0
2014;5;10;2;mist;0
2014;5;10;3;fog;0
2014;5;10;4;mist;0
2014;5;10;5;mist;0
2014;5;10;6;mist;0
2014;5;10;7;mist;0
2014;5;10;8;fog;0
2014;5;10;9;light rain;1
2014;5;10;10;mist;0
2014;5;10;11;mist;0
2014;5;10;12;mist;0
2014;5;10;13;fog;0
2014;5;10;14;haze;0
2014;5;10;15;mist;0
2014;5;10;16;broken clouds;0
2014;5;10;17;overcast clouds;0
2014;5;10;18;light rain;1
2014;5;10;19;heavy intensity rain;1
2014;5;10;20;moderate rain;1
2014;5;10;21;moderate rain;1
2014;5;10;22;thunderstorm with heavy rain;1
2014;5;10;23;light rain;1
2014;5;11;0;light rain;1
2014;5;11;1;light rain;1
2014;5;11;2;light rain;1
2014;5;11;3;moderate rain;1
2014;5;11;4;moderate rain;1
2014;5;11;5;moderate rain;1
2014;5;11;6;light rain;1
2014;5;11;7;light rain;1
2014;5;11;8;moderate rain;1
2014;5;11;9;moderate rain;1
2014;5;11;10;light rain;1
2014;5;11;11;light rain;1
2014;5;11;12;sky is clear;0
2014;5;11;13;light rain;1
2014;5;11;14;light rain;1
2014;5;11;15;sky is clear;0
2014;5;11;16;light rain;1
2014;5;11;17;light rain;1
2014;5;11;18;sky is clear;0
2014;5;11;19;sky is clear;0
2014;5;11;20;sky is clear;0
2014;5;11;21;sky is clear;0
2014;5;11;22;light rain;1
2014;5;11;23;sky is clear;0
2014;5;12;0;sky is clear;0
2014;5;12;1;sky is clear;0
2014;5;12;2;scattered clouds;0
2014;5;12;3;light rain;1
2014;5;12;4;scattered clouds;0
2014;5;12;5;sky is clear;0
2014;5;12;6;sky is clear;0
2014;5;12;7;sky is clear;0
2014;5;12;8;sky is clear;0
2014;5;12;9;sky is clear;0
2014;5;12;10;sky is clear;0
2014;5;12;11;sky is clear;0
2014;5;12;12;sky is clear;0
2014;5;12;13;sky is clear;0
2014;5;12;14;sky is clear;0
2014;5;12;15;sky is clear;0
2014;5;12;16;sky is clear;0
2014;5;12;17;sky is clear;0
2014;5;12;18;sky is clear;0
2014;5;12;19;sky is clear;0
2014;5;12;20;overcast clouds;0
2014;5;12;21;overcast clouds;0
2014;5;12;22;overcast clouds;0
2014;5;12;23;light rain;1
2014;5;13;0;moderate rain;1
2014;5;13;1;moderate rain;1
2014;5;13;2;broken clouds;0
2014;5;13;3;broken clouds;0
2014;5;13;4;broken clouds;0
2014;5;13;5;light rain;1
2014;5;13;6;sky is clear;0
2014;5;13;7;light rain;1
2014;5;13;8;sky is clear;0
2014;5;13;9;mist;0
2014;5;13;10;sky is clear;0
2014;5;13;11;mist;0
2014;5;13;12;mist;0
2014;5;13;13;mist;0
2014;5;13;14;sky is clear;0
2014;5;13;15;sky is clear;0
2014;5;13;16;sky is clear;0
2014;5;13;17;scattered clouds;0
2014;5;13;18;scattered clouds;0
2014;5;13;19;scattered clouds;0
2014;5;13;20;broken clouds;0
2014;5;13;21;broken clouds;0
2014;5;13;22;broken clouds;0
2014;5;13;23;scattered clouds;0
2014;5;14;0;scattered clouds;0
2014;5;14;1;scattered clouds;0
2014;5;14;2;few clouds;0
2014;5;14;3;few clouds;0
2014;5;14;4;few clouds;0
2014;5;14;5;few clouds;0
2014;5;14;6;few clouds;0
2014;5;14;7;few clouds;0
2014;5;14;8;scattered clouds;0
2014;5;14;9;scattered clouds;0
2014;5;14;10;broken clouds;0
2014;5;14;11;overcast clouds;0
2014;5;14;12;overcast clouds;0
2014;5;14;13;overcast clouds;0
2014;5;14;14;light rain;1
2014;5;14;15;light rain;1
2014;5;14;16;light rain;1
2014;5;14;17;overcast clouds;0
2014;5;14;18;overcast clouds;0
2014;5;14;19;overcast clouds;0
2014;5;14;20;overcast clouds;0
2014;5;14;21;overcast clouds;0
2014;5;14;22;overcast clouds;0
2014;5;14;23;light rain;1
2014;5;15;0;light rain;1
2014;5;15;1;haze;0
2014;5;15;2;light rain;1
2014;5;15;3;mist;0
2014;5;15;4;light rain;1
2014;5;15;5;mist;0
2014;5;15;6;heavy intensity drizzle;1
2014;5;15;7;light intensity drizzle;1
2014;5;15;8;mist;0
2014;5;15;9;light intensity drizzle;1
2014;5;15;10;mist;0
2014;5;15;11;light intensity drizzle;1
2014;5;15;12;light intensity drizzle;1
2014;5;15;13;light rain;1
2014;5;15;14;light intensity drizzle;1
2014;5;15;15;light intensity drizzle;1
2014;5;15;16;mist;0
2014;5;15;17;mist;0
2014;5;15;18;mist;0
2014;5;15;19;haze;0
2014;5;15;20;mist;0
2014;5;15;21;overcast clouds;0
2014;5;15;22;light rain;1
2014;5;15;23;light rain;1
2014;5;16;0;mist;0
2014;5;16;1;haze;0
2014;5;16;2;mist;0
2014;5;16;3;mist;0
2014;5;16;4;mist;0
2014;5;16;5;mist;0
2014;5;16;6;mist;0
2014;5;16;7;mist;0
2014;5;16;8;mist;0
2014;5;16;9;mist;0
2014;5;16;10;light rain;1
2014;5;16;11;mist;0
2014;5;16;12;haze;0
2014;5;16;13;haze;0
2014;5;16;14;mist;0
2014;5;16;15;mist;0
2014;5;16;16;haze;0
2014;5;16;17;haze;0
2014;5;16;18;mist;0
2014;5;16;19;mist;0
2014;5;16;20;mist;0
2014;5;16;21;mist;0
2014;5;16;22;mist;0
2014;5;16;23;mist;0
2014;5;17;0;mist;0
2014;5;17;1;mist;0
2014;5;17;2;mist;0
2014;5;17;3;mist;0
2014;5;17;4;mist;0
2014;5;17;5;light rain;1
2014;5;17;6;light rain;1
2014;5;17;7;light rain;1
2014;5;17;8;light rain;1
2014;5;17;9;light rain;1
2014;5;17;10;light rain;1
2014;5;17;11;sky is clear;0
2014;5;17;12;light rain;1
2014;5;17;13;sky is clear;0
2014;5;17;14;light rain;1
2014;5;17;15;light rain;1
2014;5;17;16;light rain;1
2014;5;17;17;light rain;1
2014;5;17;18;light rain;1
2014;5;17;19;light rain;1
2014;5;17;20;light rain;1
2014;5;17;21;light rain;1
2014;5;17;22;few clouds;0
2014;5;17;23;light rain;1
2014;5;18;0;light rain;1
2014;5;18;1;light rain;1
2014;5;18;2;sky is clear;0
2014;5;18;3;sky is clear;0
2014;5;18;4;light rain;1
2014;5;18;5;light rain;1
2014;5;18;6;sky is clear;0
2014;5;18;7;sky is clear;0
2014;5;18;8;sky is clear;0
2014;5;18;9;sky is clear;0
2014;5;18;10;light rain;1
2014;5;18;11;sky is clear;0
2014;5;18;12;light rain;1
2014;5;18;13;sky is clear;0
2014;5;18;14;few clouds;0
2014;5;18;15;light rain;1
2014;5;18;16;light rain;1
2014;5;18;17;broken clouds;0
2014;5;18;18;light rain;1
2014;5;18;19;broken clouds;0
2014;5;18;20;light rain;1
2014;5;18;21;light rain;1
2014;5;18;22;broken clouds;0
2014;5;18;23;sky is clear;0
2014;5;19;0;sky is clear;0
2014;5;19;1;very heavy rain;1
2014;5;19;2;sky is clear;0
2014;5;19;3;sky is clear;0
2014;5;19;4;sky is clear;0
2014;5;19;5;light rain;1
2014;5;19;6;light rain;1
2014;5;19;7;light rain;1
2014;5;19;8;sky is clear;0
2014;5;19;9;sky is clear;0
2014;5;19;10;sky is clear;0
2014;5;19;11;sky is clear;0
2014;5;19;12;sky is clear;0
2014;5;19;13;sky is clear;0
2014;5;19;14;sky is clear;0
2014;5;19;15;light rain;1
2014;5;19;16;light rain;1
2014;5;19;17;scattered clouds;0
2014;5;19;18;scattered clouds;0
2014;5;19;19;light rain;1
2014;5;19;20;scattered clouds;0
2014;5;19;21;scattered clouds;0
2014;5;19;22;light rain;1
2014;5;19;23;light rain;1
2014;5;20;0;few clouds;0
2014;5;20;1;few clouds;0
2014;5;20;2;light rain;1
2014;5;20;3;light rain;1
2014;5;20;4;sky is clear;0
2014;5;20;5;sky is clear;0
2014;5;20;6;sky is clear;0
2014;5;20;7;sky is clear;0
2014;5;20;8;sky is clear;0
2014;5;20;9;light rain;1
2014;5;20;10;light rain;1
2014;5;20;11;light rain;1
2014;5;20;12;sky is clear;0
2014;5;20;13;light rain;1
2014;5;20;14;sky is clear;0
2014;5;20;15;sky is clear;0
2014;5;20;16;sky is clear;0
2014;5;20;17;sky is clear;0
2014;5;20;18;light rain;1
2014;5;20;19;sky is clear;0
2014;5;20;20;few clouds;0
2014;5;20;21;few clouds;0
2014;5;20;22;light rain;1
2014;5;20;23;light rain;1
2014;5;21;0;overcast clouds;0
2014;5;21;1;light rain;1
2014;5;21;2;scattered clouds;0
2014;5;21;3;scattered clouds;0
2014;5;21;4;scattered clouds;0
2014;5;21;5;scattered clouds;0
2014;5;21;6;scattered clouds;0
2014;5;21;7;light rain;1
2014;5;21;8;broken clouds;0
2014;5;21;9;broken clouds;0
2014;5;21;10;overcast clouds;0
2014;5;21;11;broken clouds;0
2014;5;21;12;broken clouds;0
2014;5;21;13;broken clouds;0
2014;5;21;14;scattered clouds;0
2014;5;21;15;broken clouds;0
2014;5;21;16;scattered clouds;0
2014;5;21;17;broken clouds;0
2014;5;21;18;broken clouds;0
2014;5;21;19;broken clouds;0
2014;5;21;20;overcast clouds;0
2014;5;21;21;overcast clouds;0
2014;5;21;22;overcast clouds;0
2014;5;21;23;overcast clouds;0
2014;5;22;0;overcast clouds;0
2014;5;22;1;overcast clouds;0
2014;5;22;2;light rain;1
2014;5;22;3;light rain;1
2014;5;22;4;light rain;1
2014;5;22;5;scattered clouds;0
2014;5;22;6;scattered clouds;0
2014;5;22;7;moderate rain;1
2014;5;22;8;mist;0
2014;5;22;9;mist;0
2014;5;22;10;mist;0
2014;5;22;11;mist;0
2014;5;22;12;light intensity drizzle;1
2014;5;22;13;light intensity drizzle;1
2014;5;22;14;light intensity drizzle;1
2014;5;22;15;mist;0
2014;5;22;16;thunderstorm;1
2014;5;22;17;mist;0
2014;5;22;18;haze;0
2014;5;22;19;haze;0
2014;5;22;20;haze;0
2014;5;22;21;haze;0
2014;5;22;22;mist;0
2014;5;22;23;mist;0
2014;5;23;0;light rain;1
2014;5;23;1;haze;0
2014;5;23;2;light rain;1
2014;5;23;3;light rain;1
2014;5;23;4;haze;0
2014;5;23;5;mist;0
2014;5;23;6;mist;0
2014;5;23;7;mist;0
2014;5;23;8;mist;0
2014;5;23;9;mist;0
2014;5;23;10;mist;0
2014;5;23;11;light rain;1
2014;5;23;12;light intensity drizzle;1
2014;5;23;13;light rain;1
2014;5;23;14;haze;0
2014;5;23;15;mist;0
2014;5;23;16;mist;0
2014;5;23;17;mist;0
2014;5;23;18;scattered clouds;0
2014;5;23;19;light rain;1
2014;5;23;20;mist;0
2014;5;23;21;mist;0
2014;5;23;22;light rain;1
2014;5;23;23;light rain;1
2014;5;24;0;thunderstorm;1
2014;5;24;1;light rain;1
2014;5;24;2;mist;0
2014;5;24;3;mist;0
2014;5;24;4;mist;0
2014;5;24;5;mist;0
2014;5;24;6;light rain;1
2014;5;24;7;light rain;1
2014;5;24;8;light rain;1
2014;5;24;9;light rain;1
2014;5;24;10;sky is clear;0
2014;5;24;11;broken clouds;0
2014;5;24;12;broken clouds;0
2014;5;24;13;broken clouds;0
2014;5;24;14;scattered clouds;0
2014;5;24;15;scattered clouds;0
2014;5;24;16;moderate rain;1
2014;5;24;17;light rain;1
2014;5;24;18;light rain;1
2014;5;24;19;light rain;1
2014;5;24;20;mist;0
2014;5;24;21;mist;0
2014;5;24;22;mist;0
2014;5;24;23;mist;0
2014;5;25;0;moderate rain;1
2014;5;25;1;light rain;1
2014;5;25;2;fog;0
2014;5;25;3;fog;0
2014;5;25;4;fog;0
2014;5;25;5;fog;0
2014;5;25;6;fog;0
2014;5;25;7;mist;0
2014;5;25;8;mist;0
2014;5;25;9;fog;0
2014;5;25;10;fog;0
2014;5;25;11;few clouds;0
2014;5;25;12;light rain;1
2014;5;25;13;light rain;1
2014;5;25;14;light rain;1
2014;5;25;15;scattered clouds;0
2014;5;25;16;scattered clouds;0
2014;5;25;17;light rain;1
2014;5;25;18;light rain;1
2014;5;25;19;broken clouds;0
2014;5;25;20;light rain;1
2014;5;25;21;broken clouds;0
2014;5;25;22;light rain;1
2014;5;25;23;broken clouds;0
2014;5;26;0;broken clouds;0
2014;5;26;1;broken clouds;0
2014;5;26;2;light rain;1
2014;5;26;3;scattered clouds;0
2014;5;26;4;broken clouds;0
2014;5;26;5;broken clouds;0
2014;5;26;6;broken clouds;0
2014;5;26;7;broken clouds;0
2014;5;26;8;broken clouds;0
2014;5;26;9;broken clouds;0
2014;5;26;10;overcast clouds;0
2014;5;26;11;broken clouds;0
2014;5;26;12;broken clouds;0
2014;5;26;13;light rain;1
2014;5;26;14;scattered clouds;0
2014;5;26;15;broken clouds;0
2014;5;26;16;broken clouds;0
2014;5;26;17;broken clouds;0
2014;5;26;18;broken clouds;0
2014;5;26;19;broken clouds;0
2014;5;26;20;broken clouds;0
2014;5;26;21;broken clouds;0
2014;5;26;22;broken clouds;0
2014;5;26;23;heavy intensity rain;1
2014;5;27;0;light rain;1
2014;5;27;1;broken clouds;0
2014;5;27;2;broken clouds;0
2014;5;27;3;light rain;1
2014;5;27;4;light rain;1
2014;5;27;5;overcast clouds;0
2014;5;27;6;overcast clouds;0
2014;5;27;7;overcast clouds;0
2014;5;27;8;overcast clouds;0
2014;5;27;9;broken clouds;0
2014;5;27;10;broken clouds;0
2014;5;27;11;broken clouds;0
2014;5;27;12;broken clouds;0
2014;5;27;13;broken clouds;0
2014;5;27;14;broken clouds;0
2014;5;27;15;broken clouds;0
2014;5;27;16;sky is clear;0
2014;5;27;17;broken clouds;0
2014;5;27;18;broken clouds;0
2014;5;27;19;light rain;1
2014;5;27;20;light rain;1
2014;5;27;21;broken clouds;0
2014;5;27;22;broken clouds;0
2014;5;27;23;light rain;1
2014;5;28;0;overcast clouds;0
2014;5;28;1;broken clouds;0
2014;5;28;2;broken clouds;0
2014;5;28;3;broken clouds;0
2014;5;28;4;broken clouds;0
2014;5;28;5;broken clouds;0
2014;5;28;6;overcast clouds;0
2014;5;28;7;light rain;1
2014;5;28;8;overcast clouds;0
2014;5;28;9;overcast clouds;0
2014;5;28;10;overcast clouds;0
2014;5;28;11;overcast clouds;0
2014;5;28;12;overcast clouds;0
2014;5;28;13;overcast clouds;0
2014;5;28;14;overcast clouds;0
2014;5;28;15;overcast clouds;0
2014;5;28;16;light rain;1
2014;5;28;17;light rain;1
2014;5;28;18;light rain;1
2014;5;28;19;overcast clouds;0
2014;5;28;20;overcast clouds;0
2014;5;28;21;overcast clouds;0
2014;5;28;22;overcast clouds;0
2014;5;28;23;overcast clouds;0
2014;5;29;0;overcast clouds;0
2014;5;29;1;overcast clouds;0
2014;5;29;2;overcast clouds;0
2014;5;29;3;overcast clouds;0
2014;5;29;4;overcast clouds;0
2014;5;29;5;overcast clouds;0
2014;5;29;6;overcast clouds;0
2014;5;29;7;overcast clouds;0
2014;5;29;8;overcast clouds;0
2014;5;29;9;overcast clouds;0
2014;5;29;10;broken clouds;0
2014;5;29;11;broken clouds;0
2014;5;29;12;scattered clouds;0
2014;5;29;13;broken clouds;0
2014;5;29;14;broken clouds;0
2014;5;29;15;scattered clouds;0
2014;5;29;16;scattered clouds;0
2014;5;29;17;scattered clouds;0
2014;5;29;18;light rain;1
2014;5;29;19;scattered clouds;0
2014;5;29;20;scattered clouds;0
2014;5;29;21;broken clouds;0
2014;5;29;22;broken clouds;0
2014;5;29;23;broken clouds;0
2014;5;30;0;broken clouds;0
2014;5;30;1;broken clouds;0
2014;5;30;2;broken clouds;0
2014;5;30;3;broken clouds;0
2014;5;30;4;overcast clouds;0
2014;5;30;5;overcast clouds;0
2014;5;30;6;heavy intensity rain;1
2014;5;30;7;light rain;1
2014;5;30;8;overcast clouds;0
2014;5;30;9;broken clouds;0
2014;5;30;10;broken clouds;0
2014;5;30;11;broken clouds;0
2014;5;30;12;broken clouds;0
2014;5;30;13;scattered clouds;0
2014;5;30;14;scattered clouds;0
2014;5;30;15;scattered clouds;0
2014;5;30;16;broken clouds;0
2014;5;30;17;broken clouds;0
2014;5;30;18;broken clouds;0
2014;5;30;19;broken clouds;0
2014;5;30;20;broken clouds;0
2014;5;30;21;broken clouds;0
2014;5;30;22;scattered clouds;0
2014;5;30;23;light rain;1
2014;5;31;0;moderate rain;1
2014;5;31;1;light rain;1
2014;5;31;2;scattered clouds;0
2014;5;31;3;few clouds;0
2014;5;31;4;sky is clear;0
2014;5;31;5;sky is clear;0
2014;5;31;6;sky is clear;0
2014;5;31;7;light rain;1
2014;5;31;8;sky is clear;0
2014;5;31;9;light rain;1
2014;5;31;10;light rain;1
2014;5;31;11;few clouds;0
2014;5;31;12;few clouds;0
2014;5;31;13;few clouds;0
2014;5;31;14;few clouds;0
2014;5;31;15;few clouds;0
2014;5;31;16;few clouds;0
2014;5;31;17;scattered clouds;0
2014;5;31;18;scattered clouds;0
2014;5;31;19;light rain;1
2014;5;31;20;light rain;1
2014;5;31;21;broken clouds;0
2014;5;31;22;scattered clouds;0
2014;5;31;23;scattered clouds;0
2014;6;1;0;broken clouds;0
2014;6;1;1;broken clouds;0
2014;6;1;2;broken clouds;0
2014;6;1;3;broken clouds;0
2014;6;1;4;broken clouds;0
2014;6;1;5;few clouds;0
2014;6;1;6;few clouds;0
2014;6;1;7;scattered clouds;0
2014;6;1;8;few clouds;0
2014;6;1;9;sky is clear;0
2014;6;1;10;mist;0
2014;6;1;11;sky is clear;0
2014;6;1;12;light rain;1
2014;6;1;13;sky is clear;0
2014;6;1;14;sky is clear;0
2014;6;1;15;sky is clear;0
2014;6;1;16;sky is clear;0
2014;6;1;17;sky is clear;0
2014;6;1;18;sky is clear;0
2014;6;1;19;sky is clear;0
2014;6;1;20;light rain;1
2014;6;1;21;sky is clear;0
2014;6;1;22;sky is clear;0
2014;6;1;23;sky is clear;0
2014;6;2;0;sky is clear;0
2014;6;2;1;sky is clear;0
2014;6;2;2;sky is clear;0
2014;6;2;3;sky is clear;0
2014;6;2;4;sky is clear;0
2014;6;2;5;sky is clear;0
2014;6;2;6;sky is clear;0
2014;6;2;7;sky is clear;0
2014;6;2;8;sky is clear;0
2014;6;2;9;sky is clear;0
2014;6;2;10;sky is clear;0
2014;6;2;11;sky is clear;0
2014;6;2;12;sky is clear;0
2014;6;2;13;sky is clear;0
2014;6;2;14;sky is clear;0
2014;6;2;15;sky is clear;0
2014;6;2;16;light rain;1
2014;6;2;17;few clouds;0
2014;6;2;18;few clouds;0
2014;6;2;19;few clouds;0
2014;6;2;20;sky is clear;0
2014;6;2;21;sky is clear;0
2014;6;2;22;sky is clear;0
2014;6;2;23;sky is clear;0
2014;6;3;0;sky is clear;0
2014;6;3;1;sky is clear;0
2014;6;3;2;sky is clear;0
2014;6;3;3;sky is clear;0
2014;6;3;4;sky is clear;0
2014;6;3;5;sky is clear;0
2014;6;3;6;sky is clear;0
2014;6;3;7;sky is clear;0
2014;6;3;8;sky is clear;0
2014;6;3;9;sky is clear;0
2014;6;3;10;sky is clear;0
2014;6;3;11;overcast clouds;0
2014;6;3;12;overcast clouds;0
2014;6;3;13;scattered clouds;0
2014;6;3;14;scattered clouds;0
2014;6;3;15;sky is clear;0
2014;6;3;16;sky is clear;0
2014;6;3;17;sky is clear;0
2014;6;3;18;light rain;1
2014;6;3;19;sky is clear;0
2014;6;3;20;light rain;1
2014;6;3;21;thunderstorm;1
2014;6;3;22;fog;0
2014;6;3;23;mist;0
2014;6;4;0;moderate rain;1
2014;6;4;1;light rain;1
2014;6;4;2;light rain;1
2014;6;4;3;fog;0
2014;6;4;4;mist;0
2014;6;4;5;mist;0
2014;6;4;6;mist;0
2014;6;4;7;mist;0
2014;6;4;8;mist;0
2014;6;4;9;fog;0
2014;6;4;10;mist;0
2014;6;4;11;fog;0
2014;6;4;12;fog;0
2014;6;4;13;sky is clear;0
2014;6;4;14;sky is clear;0
2014;6;4;15;few clouds;0
2014;6;4;16;scattered clouds;0
2014;6;4;17;light rain;1
2014;6;4;18;light rain;1
2014;6;4;19;sky is clear;0
2014;6;4;20;scattered clouds;0
2014;6;4;21;scattered clouds;0
2014;6;4;22;scattered clouds;0
2014;6;4;23;broken clouds;0
2014;6;5;0;broken clouds;0
2014;6;5;1;broken clouds;0
2014;6;5;2;scattered clouds;0
2014;6;5;3;scattered clouds;0
2014;6;5;4;scattered clouds;0
2014;6;5;5;light rain;1
2014;6;5;6;light rain;1
2014;6;5;7;light rain;1
2014;6;5;8;light rain;1
2014;6;5;9;mist;0
2014;6;5;10;mist;0
2014;6;5;11;mist;0
2014;6;5;12;mist;0
2014;6;5;13;mist;0
2014;6;5;14;mist;0
2014;6;5;15;mist;0
2014;6;5;16;mist;0
2014;6;5;17;light rain;1
2014;6;5;18;light rain;1
2014;6;5;19;light rain;1
2014;6;5;20;light rain;1
2014;6;5;21;light rain;1
2014;6;5;22;light rain;1
2014;6;5;23;scattered clouds;0
2014;6;6;0;light rain;1
2014;6;6;1;scattered clouds;0
2014;6;6;2;light rain;1
2014;6;6;3;light rain;1
2014;6;6;4;light rain;1
2014;6;6;5;light rain;1
2014;6;6;6;sky is clear;0
2014;6;6;7;sky is clear;0
2014;6;6;8;sky is clear;0
2014;6;6;9;light rain;1
2014;6;6;10;light rain;1
2014;6;6;11;light rain;1
2014;6;6;12;light rain;1
2014;6;6;13;sky is clear;0
2014;6;6;14;sky is clear;0
2014;6;6;15;sky is clear;0
2014;6;6;16;light rain;1
2014;6;6;17;few clouds;0
2014;6;6;18;few clouds;0
2014;6;6;19;light rain;1
2014;6;6;20;sky is clear;0
2014;6;6;21;sky is clear;0
2014;6;6;22;sky is clear;0
2014;6;6;23;sky is clear;0
2014;6;7;0;light rain;1
2014;6;7;1;sky is clear;0
2014;6;7;2;light rain;1
2014;6;7;3;light rain;1
2014;6;7;4;sky is clear;0
2014;6;7;5;sky is clear;0
2014;6;7;6;sky is clear;0
2014;6;7;7;sky is clear;0
2014;6;7;8;light rain;1
2014;6;7;9;sky is clear;0
2014;6;7;10;sky is clear;0
2014;6;7;11;sky is clear;0
2014;6;7;12;sky is clear;0
2014;6;7;13;sky is clear;0
2014;6;7;14;sky is clear;0
2014;6;7;15;sky is clear;0
2014;6;7;16;sky is clear;0
2014;6;7;17;sky is clear;0
2014;6;7;18;sky is clear;0
2014;6;7;19;sky is clear;0
2014;6;7;20;sky is clear;0
2014;6;7;21;sky is clear;0
2014;6;7;22;sky is clear;0
2014;6;7;23;sky is clear;0
2014;6;8;0;sky is clear;0
2014;6;8;1;sky is clear;0
2014;6;8;2;sky is clear;0
2014;6;8;3;sky is clear;0
2014;6;8;4;light rain;1
2014;6;8;5;sky is clear;0
2014;6;8;6;sky is clear;0
2014;6;8;7;sky is clear;0
2014;6;8;8;sky is clear;0
2014;6;8;9;sky is clear;0
2014;6;8;10;sky is clear;0
2014;6;8;11;few clouds;0
2014;6;8;12;few clouds;0
2014;6;8;13;few clouds;0
2014;6;8;14;few clouds;0
2014;6;8;15;few clouds;0
2014;6;8;16;few clouds;0
2014;6;8;17;sky is clear;0
2014;6;8;18;sky is clear;0
2014;6;8;19;sky is clear;0
2014;6;8;20;few clouds;0
2014;6;8;21;few clouds;0
2014;6;8;22;few clouds;0
2014;6;8;23;few clouds;0
2014;6;9;0;few clouds;0
2014;6;9;1;few clouds;0
2014;6;9;2;scattered clouds;0
2014;6;9;3;scattered clouds;0
2014;6;9;4;scattered clouds;0
2014;6;9;5;broken clouds;0
2014;6;9;6;broken clouds;0
2014;6;9;7;very heavy rain;1
2014;6;9;8;heavy intensity rain;1
2014;6;9;9;heavy intensity rain;1
2014;6;9;10;mist;0
2014;6;9;11;mist;0
2014;6;9;12;mist;0
2014;6;9;13;mist;0
2014;6;9;14;mist;0
2014;6;9;15;mist;0
2014;6;9;16;mist;0
2014;6;9;17;mist;0
2014;6;9;18;mist;0
2014;6;9;19;mist;0
2014;6;9;20;mist;0
2014;6;9;21;mist;0
2014;6;9;22;haze;0
2014;6;9;23;mist;0
2014;6;10;0;mist;0
2014;6;10;1;mist;0
2014;6;10;2;haze;0
2014;6;10;3;haze;0
